# upstream-routes.tsv — upstream multica HTTP route table (method, path, owner).
#
# Consumed by scripts/route_parity.py. Never fetched over the network.
# source: https://github.com/louloulin/multica :: server/cmd/server/router.go
# upstream commit: f41fae6b08fb734afcbd13205c0b3203dd0bc9c6
# clone recipe: docs/20-UPSTREAM-ANALYSIS-RECIPE.md §1 (full-blob shallow clone, ~5s)
# regenerate: python3 scripts/gen_upstream_routes.py --router /tmp/up-multica/server/cmd/server/router.go --const-file /tmp/up-multica/server/pkg/publicapi/v1/routes.go --owner-rules scripts/route-owners.tsv --out docs/fixtures/upstream-routes.tsv --commit f41fae6b08fb734afcbd13205c0b3203dd0bc9c6
#
# owner column = which milestone/sub-issue owns porting this route into multica-rs.
#   vocabulary: M1 / M2-A..M2-E / M3..M10 / M3+ (deferred past M3, no issue yet)
#   / n/a (deliberately not ported).  Rationale table: docs/22-ROUTE-PARITY.md.
#   An EMPTY owner on a not-yet-implemented route is an unclaimed blind spot:
#   `python3 scripts/route_parity.py` fails (exit 1) on it.
# Regeneration preserves this column; never reorder or drop it by hand.
#
# columns: method\tpath\towner
DELETE	/api/workspaces/{id}/plugins/{installationId}/token	M6	# router.go:1739
POST	/api/workspaces/{id}/plugins/{installationId}/token	M6	# router.go:1738
GET	/api/workspaces/{id}/runtime-profiles	M3	# router.go:1680
POST	/api/workspaces/{id}/runtime-profiles	M3	# router.go:1717
DELETE	/api/workspaces/{id}/runtime-profiles/{profileId}	M3	# router.go:1720
GET	/api/workspaces/{id}/runtime-profiles/{profileId}	M3	# router.go:1681
PATCH	/api/workspaces/{id}/runtime-profiles/{profileId}	M3	# router.go:1718
PUT	/api/workspaces/{id}/runtime-profiles/{profileId}	M3	# router.go:1719
GET	/api/workspaces/{id}/share-links	M1	# router.go:1715
POST	/api/workspaces/{id}/share-links	M1	# router.go:1713
DELETE	/api/workspaces/{id}/share-links/{linkId}	M1	# router.go:1714
POST	/api/workspaces/{id}/slack/install/byo	M7	# router.go:1807
GET	/api/workspaces/{id}/slack/installations	M7	# router.go:1801
DELETE	/api/workspaces/{id}/slack/installations/{installationId}	M7	# router.go:1806
POST	/api/workspaces/{id}/telegram/install	M7	# router.go:1830
GET	/api/workspaces/{id}/telegram/installations	M7	# router.go:1825
DELETE	/api/workspaces/{id}/telegram/installations/{installationId}	M7	# router.go:1829
GET	/api/workspaces/{id}/vcs/connections	M8	# router.go:1676
POST	/api/workspaces/{id}/vcs/connections	M8	# router.go:1761
DELETE	/api/workspaces/{id}/vcs/connections/{connectionId}	M8	# router.go:1763
POST	/api/workspaces/{id}/vcs/connections/{connectionId}/rotate-webhook	M8	# router.go:1762
POST	/api/workspaces/{id}/wecom/install/byo	M7	# router.go:1809
GET	/api/workspaces/{id}/wecom/installations	M7	# router.go:1802
DELETE	/api/workspaces/{id}/wecom/installations/{installationId}	M7	# router.go:1808
POST	/auth/google	M1	# router.go:1474
POST	/auth/logout	M1	# router.go:1475
POST	/auth/send-code	M1	# router.go:1472
POST	/auth/verify-code	M1	# router.go:1473
GET	/health	M10	# router.go:1399
GET	/health/realtime	M10	# router.go:1412
GET	/healthz	M10	# router.go:1401
GET	/plugin-surfaces/{token}	M6	# router.go:1462
GET	/readyz	M10	# router.go:1400
GET	/uploads/*	M3+	# router.go:1435
GET	/v1/context	M6	# router.go:103
GET	/v1/issues/{issue_ref}	M6	# router.go:104
PATCH	/v1/issues/{issue_ref}	M6	# router.go:105
GET	/v1/issues/{issue_ref}/comments	M6	# router.go:106
POST	/v1/issues/{issue_ref}/comments	M6	# router.go:107
GET	/v1/storage/{scope}	M6	# router.go:108
DELETE	/v1/storage/{scope}/{key}	M6	# router.go:111
GET	/v1/storage/{scope}/{key}	M6	# router.go:109
PUT	/v1/storage/{scope}/{key}	M6	# router.go:110
GET	/ws	M3+	# router.go:1424
